"country","countryiso3","region","confirmed.01_22_2020","deaths.01_22_2020","recovered.01_22_2020","confirmed.01_23_2020","deaths.01_23_2020","recovered.01_23_2020","confirmed.01_24_2020","deaths.01_24_2020","recovered.01_24_2020","confirmed.01_25_2020","deaths.01_25_2020","recovered.01_25_2020","confirmed.01_26_2020","deaths.01_26_2020","recovered.01_26_2020","confirmed.01_27_2020","deaths.01_27_2020","recovered.01_27_2020","confirmed.01_28_2020","deaths.01_28_2020","recovered.01_28_2020","confirmed.01_29_2020","deaths.01_29_2020","recovered.01_29_2020","confirmed.01_30_2020","deaths.01_30_2020","recovered.01_30_2020","confirmed.01_31_2020","deaths.01_31_2020","recovered.01_31_2020","confirmed.02_01_2020","deaths.02_01_2020","recovered.02_01_2020","confirmed.02_02_2020","deaths.02_02_2020","recovered.02_02_2020","confirmed.02_03_2020","deaths.02_03_2020","recovered.02_03_2020","confirmed.02_04_2020","deaths.02_04_2020","recovered.02_04_2020","confirmed.02_05_2020","deaths.02_05_2020","recovered.02_05_2020","confirmed.02_06_2020","deaths.02_06_2020","recovered.02_06_2020","confirmed.02_07_2020","deaths.02_07_2020","recovered.02_07_2020","confirmed.02_08_2020","deaths.02_08_2020","recovered.02_08_2020","confirmed.02_09_2020","deaths.02_09_2020","recovered.02_09_2020","confirmed.02_10_2020","deaths.02_10_2020","recovered.02_10_2020","confirmed.02_11_2020","deaths.02_11_2020","recovered.02_11_2020","confirmed.02_12_2020","deaths.02_12_2020","recovered.02_12_2020","confirmed.02_13_2020","deaths.02_13_2020","recovered.02_13_2020","confirmed.02_14_2020","deaths.02_14_2020","recovered.02_14_2020","confirmed.02_15_2020","deaths.02_15_2020","recovered.02_15_2020","confirmed.02_16_2020","deaths.02_16_2020","recovered.02_16_2020","confirmed.02_17_2020","deaths.02_17_2020","recovered.02_17_2020","confirmed.02_18_2020","deaths.02_18_2020","recovered.02_18_2020","confirmed.02_19_2020","deaths.02_19_2020","recovered.02_19_2020","confirmed.02_20_2020","deaths.02_20_2020","recovered.02_20_2020","confirmed.02_21_2020","deaths.02_21_2020","recovered.02_21_2020","confirmed.02_22_2020","deaths.02_22_2020","recovered.02_22_2020","confirmed.02_23_2020","deaths.02_23_2020","recovered.02_23_2020","confirmed.02_24_2020","deaths.02_24_2020","recovered.02_24_2020","confirmed.02_25_2020","deaths.02_25_2020","recovered.02_25_2020","confirmed.02_26_2020","deaths.02_26_2020","recovered.02_26_2020","confirmed.02_27_2020","deaths.02_27_2020","recovered.02_27_2020","confirmed.02_28_2020","deaths.02_28_2020","recovered.02_28_2020","confirmed.02_29_2020","deaths.02_29_2020","recovered.02_29_2020","confirmed.03_01_2020","deaths.03_01_2020","recovered.03_01_2020","confirmed.03_02_2020","deaths.03_02_2020","recovered.03_02_2020","confirmed.03_03_2020","deaths.03_03_2020","recovered.03_03_2020","confirmed.03_04_2020","deaths.03_04_2020","recovered.03_04_2020","confirmed.03_05_2020","deaths.03_05_2020","recovered.03_05_2020","confirmed.03_06_2020","deaths.03_06_2020","recovered.03_06_2020","confirmed.03_07_2020","deaths.03_07_2020","recovered.03_07_2020","confirmed.03_08_2020","deaths.03_08_2020","recovered.03_08_2020","confirmed.03_09_2020","deaths.03_09_2020","recovered.03_09_2020","confirmed.03_10_2020","deaths.03_10_2020","recovered.03_10_2020","confirmed.03_11_2020","deaths.03_11_2020","recovered.03_11_2020","confirmed.03_12_2020","deaths.03_12_2020","recovered.03_12_2020","confirmed.03_13_2020","deaths.03_13_2020","recovered.03_13_2020","confirmed.03_14_2020","deaths.03_14_2020","recovered.03_14_2020","confirmed.03_15_2020","deaths.03_15_2020","recovered.03_15_2020","confirmed.03_16_2020","deaths.03_16_2020","recovered.03_16_2020","confirmed.03_17_2020","deaths.03_17_2020","recovered.03_17_2020","confirmed.03_18_2020","deaths.03_18_2020","recovered.03_18_2020","confirmed.03_19_2020","deaths.03_19_2020","recovered.03_19_2020","confirmed.03_20_2020","deaths.03_20_2020","recovered.03_20_2020","confirmed.03_21_2020","deaths.03_21_2020","recovered.03_21_2020","confirmed.03_22_2020","deaths.03_22_2020","recovered.03_22_2020","confirmed.03_23_2020","deaths.03_23_2020","recovered.03_23_2020","confirmed.03_24_2020","deaths.03_24_2020","recovered.03_24_2020","confirmed.03_25_2020","deaths.03_25_2020","recovered.03_25_2020","confirmed.03_26_2020","deaths.03_26_2020","recovered.03_26_2020","confirmed.03_27_2020","deaths.03_27_2020","recovered.03_27_2020","confirmed.03_28_2020","deaths.03_28_2020","recovered.03_28_2020","confirmed.03_29_2020","deaths.03_29_2020","recovered.03_29_2020","confirmed.03_30_2020","deaths.03_30_2020","recovered.03_30_2020","confirmed.03_31_2020","deaths.03_31_2020","recovered.03_31_2020","confirmed.04_01_2020","deaths.04_01_2020","recovered.04_01_2020"
"Mainland China","CHN","Chongqing",6,NA,NA,9,NA,NA,27,NA,NA,57,NA,NA,75,NA,NA,110,NA,NA,132,NA,NA,147,NA,1,182,NA,1,211,NA,1,247,1,3,300,2,7,337,2,9,366,2,9,389,2,15,411,2,24,426,2,31,428,2,39,468,2,51,486,2,66,505,3,79,518,3,102,529,4,128,537,5,152,544,5,184,551,5,207,553,5,225,555,5,254,560,5,274,567,6,299,572,6,316,573,6,328,575,6,335,576,6,349,576,6,372,576,6,384,576,6,401,576,6,422,576,6,438,576,6,450,576,6,469,576,6,490,576,6,502,576,6,512,576,6,513,576,6,526,576,6,527,576,6,542,576,6,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Fujian",1,NA,NA,5,NA,NA,10,NA,NA,18,NA,NA,35,NA,NA,59,NA,NA,80,NA,NA,84,NA,NA,101,NA,NA,120,NA,NA,144,0,0,159,0,0,179,0,1,194,0,3,205,0,11,215,0,14,224,0,20,239,0,24,250,0,35,261,0,39,267,0,45,272,0,53,279,0,57,281,0,63,285,0,71,287,0,82,290,0,90,292,0,93,293,0,112,293,1,126,293,1,149,293,1,162,293,1,170,293,1,183,294,1,199,294,1,218,296,1,228,296,1,235,296,1,243,296,1,247,296,1,255,296,1,260,296,1,270,296,1,277,296,1,284,296,1,295,296,1,295,296,1,295,296,1,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Gansu",NA,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,7,NA,NA,14,NA,NA,19,NA,NA,24,NA,NA,26,NA,NA,29,NA,NA,40,0,0,51,0,3,55,0,3,57,0,4,62,0,6,62,0,6,67,0,9,79,1,12,83,2,16,83,2,17,86,2,24,87,2,31,90,2,39,90,2,39,90,2,49,90,2,54,91,2,58,91,2,62,91,2,65,91,2,71,91,2,76,91,2,76,91,2,78,91,2,80,91,2,80,91,2,81,91,2,81,91,2,82,91,2,82,91,2,84,91,2,85,91,2,86,91,2,87,102,2,87,119,2,87,120,2,87,124,2,87,124,2,88,125,2,88,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Guangdong",26,NA,NA,32,NA,2,53,NA,2,78,NA,2,111,NA,2,151,NA,4,207,NA,4,277,NA,5,354,NA,10,436,NA,11,535,0,14,632,0,15,725,0,21,813,0,30,895,0,49,970,0,69,1034,1,88,1095,1,112,1131,1,141,1159,1,167,1177,1,212,1219,1,275,1241,2,314,1261,2,362,1294,2,410,1316,2,465,1322,4,524,1328,4,565,1331,5,606,1332,5,642,1333,5,690,1339,5,728,1342,6,755,1345,6,786,1347,7,822,1347,7,851,1347,7,890,1348,7,935,1349,7,983,1349,7,1016,1350,7,1059,1350,7,1101,1350,7,1133,1351,7,1181,1352,7,1216,1352,7,1237,1352,7,1256,1352,8,1260,1353,8,1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Guangxi",2,NA,NA,5,NA,NA,23,NA,NA,23,NA,NA,36,NA,NA,46,NA,NA,51,NA,2,58,NA,2,78,NA,2,87,NA,2,100,0,2,111,0,2,127,0,7,139,0,10,150,0,13,168,0,14,172,0,17,183,0,17,195,1,18,210,1,24,215,1,33,222,1,32,222,2,33,226,2,36,235,2,44,237,2,49,238,2,53,242,2,69,244,2,86,245,2,90,246,2,97,249,2,104,249,2,106,251,2,112,252,2,134,252,2,147,252,2,161,252,2,168,252,2,176,252,2,181,252,2,192,252,2,202,252,2,210,252,2,214,252,2,217,252,2,218,252,2,223,252,2,230,252,2,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Guizhou",1,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,7,NA,NA,9,NA,NA,9,NA,1,12,NA,1,29,NA,2,29,0,2,38,0,2,46,0,2,58,0,2,64,1,9,71,1,6,81,1,6,89,1,7,99,1,7,109,1,10,127,1,17,133,1,18,135,1,27,140,1,28,143,1,41,144,1,46,146,1,57,146,2,66,146,2,70,146,2,72,146,2,77,146,2,90,146,2,102,146,2,102,146,2,104,146,2,104,146,2,112,146,2,112,146,2,112,146,2,112,146,2,114,146,2,114,146,2,114,146,2,114,146,2,114,146,2,115,146,2,117,146,2,123,146,2,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Hainan",4,NA,NA,5,NA,NA,8,NA,NA,19,NA,NA,22,NA,NA,33,1,NA,40,1,NA,43,1,NA,46,1,1,52,1,1,62,1,1,64,1,4,72,1,4,80,1,5,99,1,5,106,1,8,117,2,10,124,2,14,131,3,19,138,3,19,144,3,20,157,4,27,157,4,30,159,4,43,162,4,39,162,4,52,163,4,59,163,4,79,168,4,84,168,4,86,168,4,95,168,4,104,168,5,106,168,5,116,168,5,124,168,5,129,168,5,131,168,5,133,168,5,148,168,5,149,168,5,151,168,5,155,168,5,158,168,6,158,168,6,158,168,6,158,168,6,159,168,6,159,168,6,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Hebei",1,NA,NA,1,1,NA,2,1,NA,8,1,NA,13,1,NA,18,1,NA,33,1,NA,48,1,NA,65,1,NA,82,1,NA,96,1,0,104,1,3,113,1,3,126,1,4,135,1,6,157,1,13,172,1,22,195,1,30,206,2,34,218,2,41,239,2,48,251,2,54,265,3,68,283,3,87,291,3,101,300,3,105,301,3,122,306,4,136,306,4,152,307,5,169,308,5,184,309,6,203,311,6,219,311,6,234,311,6,248,312,6,261,317,6,274,318,6,277,318,6,282,318,6,294,318,6,296,318,6,300,318,6,301,318,6,304,318,6,305,318,6,307,318,6,307,318,6,307,318,6,307,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Heilongjiang",NA,NA,NA,2,NA,NA,4,1,NA,9,1,NA,15,1,NA,21,1,NA,33,1,NA,38,1,NA,44,2,NA,59,2,NA,80,2,2,95,2,2,121,2,2,155,2,4,190,2,7,227,3,8,277,3,12,295,5,13,307,6,14,331,7,30,360,8,28,378,8,31,395,9,33,419,11,47,425,11,68,445,11,79,457,11,85,464,11,111,470,12,120,476,12,136,479,12,175,479,12,204,480,12,222,480,12,227,480,12,243,480,12,249,480,13,270,480,13,283,480,13,301,480,13,342,480,13,356,480,13,366,480,13,373,481,13,379,481,13,396,481,13,403,481,13,412,481,13,430,481,13,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Henan",5,NA,NA,5,NA,NA,9,NA,NA,32,NA,NA,83,1,NA,128,1,NA,168,1,NA,206,2,1,278,2,2,352,2,3,422,2,3,493,2,10,566,2,16,675,2,27,764,2,47,851,2,56,914,3,86,981,4,116,1033,6,153,1073,6,191,1105,7,218,1135,8,246,1169,10,296,1184,11,357,1212,13,391,1231,13,440,1246,16,509,1257,19,522,1262,19,573,1265,19,637,1267,19,736,1270,19,830,1271,19,868,1271,19,943,1271,19,1002,1271,19,1033,1272,20,1068,1272,20,1112,1272,21,1170,1272,22,1198,1272,22,1205,1272,22,1231,1272,22,1234,1272,22,1239,1272,22,1244,1272,22,1244,1272,22,1247,1272,22,1247,1272,22,1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hong Kong","HKG","Hong Kong",NA,NA,NA,2,NA,NA,2,NA,NA,5,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,10,NA,NA,10,NA,NA,12,NA,NA,13,0,0,15,0,0,15,0,0,17,1,0,21,1,0,24,1,0,25,1,0,26,1,0,29,1,0,38,1,0,49,1,0,50,1,1,53,1,1,56,1,1,56,1,1,57,1,2,60,1,2,62,1,2,63,2,5,68,2,6,68,2,5,69,2,6,74,2,11,79,2,19,84,2,19,91,2,24,92,2,24,94,2,30,95,2,33,96,2,36,100,2,36,100,2,37,105,2,37,105,2,43,107,2,46,108,2,51,114,3,58,115,3,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Hubei",444,17,28,444,17,28,549,24,31,761,40,32,1058,52,42,1423,76,45,3554,125,80,3554,125,88,4903,162,90,5806,204,141,7153,249,168,11177,350,295,13522,414,386,16678,479,522,19665,549,633,22112,618,817,24953,699,1115,27100,780,1439,29631,871,1795,31728,974,2222,33366,1068,2639,33366,1068,2686,48206,1310,3459,54406,1457,4774,56249,1596,5623,58182,1696,6639,59989,1789,7862,61682,1921,9128,62031,2029,10337,62442,2144,11788,62662,2144,11881,64084,2346,15299,64084,2346,15343,64287,2495,16748,64786,2563,18971,65187,2615,20969,65596,2641,23383,65914,2682,26403,66337,2727,28993,66907,2761,31536,67103,2803,33934,67217,2835,36208,67332,2871,38557,67466,2902,40592,67592,2931,42033,67666,2959,43500,67707,2986,45235,67743,3008,46488,67760,3024,47743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Hunan",4,NA,NA,9,NA,NA,24,NA,NA,43,NA,NA,69,NA,NA,100,NA,NA,143,NA,NA,221,NA,NA,277,NA,2,332,NA,2,389,0,8,463,0,16,521,0,22,593,0,31,661,0,54,711,0,81,772,0,112,803,1,156,838,1,186,879,1,208,912,1,247,946,2,304,968,2,339,988,2,364,1001,2,425,1004,3,464,1006,3,498,1007,4,527,1008,4,561,1010,4,634,1011,4,661,1013,4,692,1016,4,714,1016,4,731,1016,4,768,1016,4,783,1017,4,804,1017,4,830,1018,4,846,1018,4,866,1018,4,887,1018,4,906,1018,4,916,1018,4,938,1018,4,955,1018,4,960,1018,4,968,1018,4,979,1018,4,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Inner Mongolia",NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,11,NA,NA,15,NA,NA,16,NA,NA,19,NA,NA,20,NA,1,23,0,1,27,0,1,34,0,1,35,0,1,42,0,3,46,0,4,50,0,5,52,0,5,54,0,5,58,0,5,58,0,5,60,0,6,61,0,6,65,0,6,68,0,7,70,0,8,72,0,8,73,0,8,75,0,10,75,0,16,75,0,17,75,0,26,75,0,27,75,0,34,75,0,35,75,0,38,75,0,43,75,0,45,75,0,49,75,0,52,75,0,54,75,1,59,75,1,63,75,1,65,75,1,65,75,1,67,75,1,70,75,1,70,75,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Jiangsu",1,NA,NA,5,NA,NA,9,NA,NA,18,NA,1,33,NA,1,47,NA,1,70,NA,1,99,NA,1,129,NA,1,168,NA,5,202,0,6,236,0,7,271,0,8,308,0,12,341,0,23,373,0,34,408,0,43,439,0,51,468,0,71,492,0,81,515,0,93,543,0,125,570,0,139,593,0,157,604,0,186,617,0,218,626,0,258,629,0,280,631,0,318,631,0,356,631,0,373,631,0,401,631,0,418,631,0,452,631,0,458,631,0,478,631,0,498,631,0,515,631,0,523,631,0,536,631,0,543,631,0,562,631,0,577,631,0,583,631,0,594,631,0,606,631,0,612,631,0,621,631,0,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Jiangxi",2,NA,NA,7,NA,NA,18,NA,NA,18,NA,NA,36,NA,NA,72,NA,2,109,NA,3,109,NA,3,162,NA,5,240,NA,7,286,0,9,333,0,12,391,0,18,476,0,20,548,0,27,600,0,37,661,0,45,698,0,55,740,0,73,771,1,105,804,1,128,844,1,152,872,1,170,900,1,187,913,1,210,925,1,240,930,1,275,933,1,310,934,1,362,934,1,433,934,1,489,934,1,555,934,1,613,934,1,645,934,1,683,934,1,719,934,1,754,935,1,790,935,1,811,935,1,831,935,1,850,935,1,870,935,1,884,935,1,901,935,1,909,935,1,916,935,1,919,935,1,923,935,1,927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Jilin",NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,8,NA,NA,9,NA,NA,14,NA,1,14,NA,1,17,0,1,23,0,1,31,0,1,42,0,1,54,0,2,59,0,4,65,1,4,69,1,4,78,1,12,80,1,13,81,1,18,83,1,22,84,1,24,86,1,25,88,1,26,89,1,30,89,1,34,89,1,36,90,1,37,91,1,43,91,1,45,91,1,52,91,1,54,93,1,60,93,1,63,93,1,65,93,1,67,93,1,73,93,1,75,93,1,78,93,1,83,93,1,83,93,1,86,93,1,88,93,1,90,93,1,90,93,1,90,93,1,91,93,1,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Liaoning",2,NA,NA,3,NA,NA,4,NA,NA,17,NA,NA,21,NA,NA,27,NA,NA,34,NA,NA,39,NA,1,41,NA,1,48,NA,1,64,0,1,70,0,1,74,0,1,81,0,2,89,0,4,94,0,5,99,0,7,105,0,8,107,0,12,108,0,13,111,0,19,116,1,20,117,1,22,119,1,29,119,1,31,121,1,40,121,1,43,121,1,53,121,1,55,121,1,59,121,1,61,121,1,66,121,1,73,121,1,80,121,1,83,121,1,88,121,1,93,121,1,93,121,1,96,122,1,103,122,1,103,125,1,106,125,1,106,125,1,106,125,1,106,125,1,107,125,1,109,125,1,109,125,1,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macau","MAC","Macau",1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,0,0,8,0,0,8,0,0,10,0,0,10,0,0,10,0,1,10,0,1,10,0,1,10,0,1,10,0,1,10,0,1,10,0,2,10,0,3,10,0,3,10,0,3,10,0,5,10,0,5,10,0,5,10,0,5,10,0,6,10,0,6,10,0,6,10,0,6,10,0,6,10,0,7,10,0,7,10,0,8,10,0,8,10,0,8,10,0,8,10,0,8,10,0,9,10,0,9,10,0,9,10,0,10,10,0,10,10,0,10,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Ningxia",1,NA,NA,1,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,7,NA,NA,11,NA,NA,12,NA,NA,17,NA,NA,21,NA,NA,26,0,0,28,0,0,31,0,1,34,0,1,34,0,1,40,0,1,43,0,5,45,0,15,45,0,13,49,0,13,53,0,22,58,0,24,64,0,24,67,0,24,70,0,33,70,0,33,70,0,35,70,0,42,71,0,42,71,0,44,71,0,48,71,0,48,71,0,56,71,0,58,71,0,61,71,0,65,72,0,68,72,0,68,73,0,69,73,0,69,74,0,69,74,0,69,75,0,69,75,0,69,75,0,71,75,0,71,75,0,71,75,0,71,75,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mainland China","CHN","Qinghai",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,8,NA,NA,8,NA,NA,9,0,0,11,0,0,13,0,0,15,0,0,17,0,3,18,0,3,18,0,3,18,0,3,18,0,3,18,0,3,18,0,5,18,0,9,18,0,11,18,0,11,18,0,13,18,0,13,18,0,13,18,0,15,18,0,16,18,0,16,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,18,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
